paper_id,title,reference,venue,year,n_citation,author
2410,Fast Perfect Simulation of Vervaat Perpetutities,-1,Journal of Complexity,2017,0,Kirkwood Cloud
2411,Hankel Matrices for the Period-Doubling Sequence,-1,Indagationes Mathematicae,2017,0,Robbert Fokkink
2412,Density Estimation on Manifolds with Boundary,-1,Computational Statistics & Data Analysis,2017,0,Tyrus Berry
2413,"Scene text detection using adaptive color reduction, adjacent character model and hybrid verification strategy",-1,The Visual Computer,2017,50,Hui Wu
2414,Allowable depth distortion based fast mode decision and reference frame selection for 3D depth coding,-1,Multimedia Tools and Applications,2017,50,Yun Zhang
2415,Layered Downlink Precoding for C-RAN Systems With Full Dimensional MIMO,-1,IEEE Transactions on Vehicular Technology,2017,50,Jinkyu Kang
2416,Global stability of a two-patch cholera model with fast and slow transmissions,-1,Mathematics and Computers in Simulation,2017,50,Tsanou Berge
2417,Hybrid HS–random search algorithm considering ensemble and pitch violation for unit commitment problem,-1,Neural Computing and Applications,2017,11,Vikram Kumar Kamboj
2418,A decomposition for the space of games with externalities,-1,International Journal of Game Theory,2017,0,Joss Sánchez-Pérez
2419,An improved color image watermarking algorithm based on QR decomposition,-1,Multimedia Tools and Applications,2017,50,Qingtang Su
2420,Medium–large earthquake magnitude prediction in Tokyo with artificial neural networks,-1,Neural Computing and Applications,2017,50,Gualberto Asencio-Cortés
2421,CPTR: conditional probability tree based routing in opportunistic networks,-1,Wireless Networks,2017,50,Nahideh Derakhshanfard
2422,FFT-Based Fast Bandwidth Selector for Multivariate Kernel Density Estimation,-1,Computational Statistics & Data Analysis,2017,50,A. Gramacki
2423,Sparse hypergraphs with low independence number,-1,Combinatorica,2017,0,Jeff Cooper
2424,"Integrated Aircraft Routing, Crew Pairing, and Tail Assignment: Branch-and-Price with Many Pricing Problems",-1,Transportation Science,2017,0,Sebastian Ruther
2425,Continuous-time perpetuities and time reversal of diffusions,-1,Finance and Stochastics,2017,0,Constantinos Kardaras
2426,Exploratory data analysis for interval compositional data,-1,Advanced Data Analysis and Classification,2017,50,Karel Hron
2427,The Essence of Ornaments,-1,Journal of Functional Programming,2017,0,Pierre-Evariste Dagand
2428,On Jamming Against Wireless Networks,-1,IEEE Transactions on Wireless Communications,2017,50,SaiDhiraj Amuru
2429,Crowdsourcing Emergency Data in Non-Operational Cellular Networks,-1,Information Systems,2017,0,Georgios Chatzimilioudis
2430,On the geometry of border rank algorithms for n x 2 by 2 x 2 matrix multiplication,-1,Experimental Mathematics,2017,50,J. M. Landsberg
2431,Augmentative and alternative communication devices for aphasia: the emerging role of smart mobile devices,-1,Universal Access in The Information Society,2017,50,Karyn Moffatt
2432,The Indian Spontaneous Expression Database for Emotion Recognition,-1,IEEE Transactions on Affective Computing,2017,50,S L Happy
2433,Cloud based framework for Parkinson’s disease diagnosis and monitoring system for remote healthcare applications,-1,Future Generation Computer Systems,2017,50,Khondaker Abdullah Al Mamun
2434,Minimum Degree and Dominating Paths,-1,Journal of Graph Theory,2017,0,Ralph J. Faudree
2435,A method of combining forward with backward greedy algorithms for sparse approximation to KMSE,-1,soft computing,2017,2,Yong-Ping Zhao
2436,Modeling and solving a real-life multi-skill shift design problem,-1,Annals of Operations Research,2017,50,Alex Bonutti
2437,Contract design and stability in many-to-many matching,-1,Games and Economic Behavior,2017,87,John William Hatfield
2438,Coordination-Free Equilibria in Cheap Talk Games,-1,Journal of Economic Theory,2017,50,Shih En Lu
2439,Modeling with linguistic entities and linguistic descriptors: a perspective of granular computing,-1,soft computing,2017,1,Witold Pedrycz
2440,An analysis of play style of advanced mahjong players toward the implementation of strong AI player,-1,"International Journal of Parallel, Emergent and Distributed Systems",2017,0,Hiroshi Sato
2441,Quantitative simulations by matrices,-1,Information & Computation,2017,50,Natsuki Urabe
2442,Scanning and Deep Processing of Information in Hypertext: An Eye-Tracking and Cued Retrospective Think-Aloud Study,-1,Journal of Computer Assisted Learning,2017,50,Ladislao Salmerón
2443,Mining Top-k motifs with a SAT-based framework,-1,Artificial Intelligence,2017,0,Said Jabbour
2444,Improved Authentication of Binding Update Protocol in Mobile IPv6 Networks,-1,Wireless Personal Communications,2017,0,Dong Chun Lee
2445,Resonance in orbits of plane partitions and increasing tableaux,-1,Journal of Combinatorial Theory,2017,50,Kevin Dilks
2446,An Online Unsupervised Structural Plasticity Algorithm for Spiking Neural Networks,-1,IEEE Transactions on Neural Networks,2017,50,Subhrajit Roy
2447,New Semidefinite Programming Relaxations for the Linear Ordering and the Traveling Salesman Problem,-1,Discrete Applied Mathematics,2017,50,Philipp Hungerländer
2448,Estimating large-scale general linear and seemingly unrelated regressions models after deleting observations,-1,Statistics and Computing,2017,0,Stella Hadjiantoni
2449,Decompositions of Graphs into Fans and Single Edges,-1,Journal of Graph Theory,2017,50,Henry Liu
2450,Modes of ambiguous communication,-1,Games and Economic Behavior,2017,0,Christian Kellner
2451,Modulation : an alternative to instructions and forces,-1,Synthese,2017,0,M. F. Fultot
2452,Scattered manifold-valued data approximation,-1,Numerische Mathematik,2017,50,Philipp Grohs
2454,A Stability Criterion for Two Timescale Stochastic Approximation Schemes,-1,Automatica,2017,0,Chandrashekar Lakshminarayanan
2455,Metabolic rate constants: Some computational aspects,-1,Mathematics and Computers in Simulation,2017,50,Stanko Dimitrov
2456,Do be do be do,-1,symposium on principles of programming languages,2017,50,Sam Lindley
2457,Key components of data publishing: using current best practices to develop a reference model for data publishing,-1,International Journal on Digital Libraries,2017,50,Claire C. Austin
2458,Combining VNS with Genetic Algorithm to solve the one-to-one routing issue in road networks,-1,Computers & Operations Research,2017,50,Omar Dib
2459,Contraction based stabilization of nonlinear singularly perturbed systems and application to high gain feedback,-1,International Journal of Control,2017,50,Madan Mohan Rayguru
2460,Optimal Recharging Policies for Electric Vehicles,-1,Transportation Science,2017,50,Timothy M. Sweda
2461,Eigenfunctions and the Dirichlet problem for the Classical Kimura Diffusion Operator,-1,Siam Journal on Applied Mathematics,2017,50,Charles L. Epstein
2462,A hybrid variable neighborhood search for the Orienteering Problem with mandatory visits and exclusionary constraints,-1,Computers & Operations Research,2017,50,Pamela J. Palomo-Martínez
2464,Approximation neighborhood evaluation for the design of the logistics support of complex engineering systems,-1,Rairo-operations Research,2017,0,Chefi Triki
2465,On characterizing population commonalities and subject variations in brain networks,-1,Medical Image Analysis,2017,0,Yasser Ghanbari
2466,Sincere Voting in Large Elections,-1,Games and Economic Behavior,2017,50,Avidit Acharya
2467,Algorithms for Generalized Cluster-wise Linear Regression,-1,Informs Journal on Computing,2017,0,Young Woong Park
2468,Łukasiewicz μ-calculus,-1,Fundamenta Informaticae,2017,0,Matteo Mio
2469,The Role of Surge Pricing on a Service Platform with Self-Scheduling Capacity,-1,Manufacturing & Service Operations Management,2017,50,Gérard P. Cachon
2470,Lessons from building an automated pre-departure sequencer for airports,-1,Annals of Operations Research,2017,0,Daniel Karapetyan
2471,ON ROBUSTNESS OF THE SHIRYAEV-ROBERTS CHANGE-POINT DETECTION PROCEDURE UNDER PARAMETER MISSPECIFICATION IN THE POST-CHANGE DISTRIBUTION,-1,Communications in Statistics - Simulation and Computation,2017,0,Wenyu Du
2473,3D object retrieval based on Spatial+LDA model,-1,Multimedia Tools and Applications,2017,50,Weizhi Nie
2474,Feedback Enhances Simultaneous Wireless Information and Energy Transmission in Multiple Access Channels,-1,IEEE Transactions on Information Theory,2017,50,Selma Belhadj Amor
2475,A semantics-based approach to multi-source heterogeneous information fusion in the internet of things,-1,soft computing,2017,1,Feng Wang
2476,Anti-Ramsey coloring for matchings in complete bipartite graphs,-1,Journal of Combinatorial Optimization,2017,50,Zemin Jin
2477,On Polynomial-Time Relation Reducibility,-1,Notre Dame Journal of Formal Logic,2017,0,Su Gao
2478,A PDE-based head visualization method with CT data,-1,Computer Animation and Virtual Worlds,2017,0,Congkun Chen
2479,Amalgams and χ‐Boundedness,-1,Journal of Graph Theory,2017,0,Irena Penev
2480,Recursive computation of generalised Zernike polynomials,-1,Journal of Computational and Applied Mathematics,2017,0,I. Area
2481,On trees with the same restricted U-polynomial and the Prouhet-Tarry-Escott problem,-1,Discrete Mathematics,2017,50,José Aliste-Prieto
2482,Optimal Energy Allocation Policies for a High Altitude Flying Wireless Access Point,-1,arXiv: Networking and Internet Architecture,2017,50,Elif Tugce Ceran
2483,"Scarcity, competition, and value",-1,International Journal of Game Theory,2017,0,André Casajus
2484,Error analysis of implicit Euler methods for quasilinear hyperbolic evolution equations,-1,Numerische Mathematik,2017,0,Marlis Hochbruck
2485,The double power monad is the composite power monad,-1,Fuzzy Sets and Systems,2017,50,Isar Stubbe
2486,On Tight Separation for Blum Measures Applied to Turing Machine Buffer Complexity,-1,Fundamenta Informaticae,2017,0,Jiří Šíma
2487,A novel approach for detecting multiple rumor sources in networks with partial observations,-1,Journal of Combinatorial Optimization,2017,50,Zhao Zhang
2488,An Algorithm for Low-rank Approximation of Bivariate Functions Using Splines,-1,Journal of Computational and Applied Mathematics,2017,0,Irina Georgieva
2489,A convergent and dynamically consistent finite-difference method to approximate the positive and bounded solutions of the classical Burgers–Fisher equation,-1,Journal of Computational and Applied Mathematics,2017,50,Jorge Eduardo Macías-Díaz
2490,Commitments and interaction norms in organisations,-1,adaptive agents and multi-agents systems,2017,50,Mehdi Dastani
2491,Mobile crowdsensing with mobile agents,-1,Autonomous Agents and Multi-Agent Systems,2017,50,Teemu Leppanen
2492,Identifying potential breakthrough publications using refined citation analyses: Three related explorative approaches,-1,Journal of the Association for Information Science and Technology,2017,0,Jesper W. Schneider
2493,Chromatic roots and limits of dense graphs,-1,Discrete Mathematics,2017,50,Péter Csikvári
2494,Loss evaluation analysis of illegal attack in SCSKP,-1,soft computing,2017,0,Peng Zhang
2495,Autopsy of measurements with the ATLAS detector at the LHC,-1,Synthese,2017,0,P. H. Beauchemin
2496,Enabling PHP software engineering research in Rascal,-1,Science of Computer Programming,2017,50,Mark Hills
2497,Modelling of a beam excited by piezoelectric actuators in view of tactile applications,-1,Mathematics and Computers in Simulation,2017,0,Clément Nadal
2498,Producing Linked Data for Smart Cities: the case of Catania,-1,Big Data Research,2017,50,Sergio Consoli
2499,The windowed scalogram difference: A novel wavelet tool for comparing time series,-1,Applied Mathematics and Computation,2017,0,Vicente J. Bolós
2500,Interpersonal Comparison Necessary for Arrovian Aggregation,-1,Social Choice and Welfare,2017,0,Hirofumi Yamamura
2501,Linear conic formulations for two-party correlations and values of nonlocal games,-1,Mathematical Programming,2017,50,Jamie Sikora
2502,Variable neighborhood descent heuristic for solving reverse logistics multi-item dynamic lot-sizing problems,-1,Computers & Operations Research,2017,50,Angelo Sifaleras
2503,"On topology preservation of mixed operators in triangular, square, and hexagonal grids",-1,Discrete Applied Mathematics,2017,50,Peter Kardos
2504,Robust Kantorovich's theorem on Newton's method under majorant condition in Riemannian Manifolds,-1,Journal of Global Optimization,2017,0,Tiberio Bittencourt
2505,"Nebo: An efficient, parallel, and portable domain-specific language for numerically solving partial differential equations",-1,Journal of Systems and Software,2017,50,Christopher Earl
2507,Managing capacity and inventory jointly for multi-server make-to-stock queues,-1,Queueing Systems,2017,0,Josh Reed
2508,Stabilized mixed hp-BEM for frictional contact problems in linear elasticity,-1,Numerische Mathematik,2017,50,Lothar Banz
2509,Synchronization of Arbitrarily Switched Boolean Networks,-1,IEEE Transactions on Neural Networks,2017,50,Hongwei Chen
2510,The Brainomics/Localizer database,-1,NeuroImage,2017,0,Dimitri Papadopoulos Orfanos
2511,Coupon coloring of some special graphs,-1,Journal of Combinatorial Optimization,2017,50,Yongtang Shi
2512,"Intertemporal Uncertainty Avoidance: When the Future Is Uncertain, People Prefer the Present, and When the Present Is Uncertain, People Prefer the Future",-1,Management Science,2017,50,David J. Hardisty
2513,A heuristic framework on a common generalization of the Vehicle Routing Problem and the Linear Ordering Problem,-1,Central European Journal of Operations Research,2017,0,Zoltán Blázsik
2514,Evolving neural networks and fuzzy clustering for multireservoir operations,-1,Neural Computing and Applications,2017,0,A. M. Moradi
2515,Marginal patch alignment for dimensionality reduction,-1,soft computing,2017,0,Jie Xu
2516,Higher-order symbolic execution for contract verification and refutation,-1,Journal of Functional Programming,2017,50,Phuc C. Nguyen
2517,Exceptional Hahn and Jacobi orthogonal polynomials,-1,Journal of Approximation Theory,2017,50,Antonio J. Durán
2518,Faults diagnosis and control in a low-cost fault-tolerant induction motor drive system,-1,Mathematics and Computers in Simulation,2017,50,Piotr Sobanski
2519,Stochastic variational inference for large-scale discrete choice models using adaptive batch sizes,-1,Statistics and Computing,2017,0,Linda S. L. Tan
2520,A direct projection-based group decision-making methodology with crisp values and interval data,-1,soft computing,2017,1,Zhongliang Yue
2521,Convergence and regularization for monotonicity-based shape reconstruction in electrical impedance tomography,-1,Numerische Mathematik,2017,50,Henrik Garde
2522,Incentives in landing slot problems,-1,Journal of Economic Theory,2017,50,James Schummer
2523,Secure Route Optimization Scheme for Network Mobility Support in Heterogeneous Mobile Networks,-1,Wireless Personal Communications,2017,0,Kuinam J. Kim
2524,On the b-coloring of tight graphs,-1,Journal of Combinatorial Optimization,2017,0,Mekkia Kouider
2525,"Knowledge how, ability, and the type-token distinction",-1,Synthese,2017,50,Garry Young
2526,"The interaction between dropout, graduation rates and quality ratings in universities",-1,Journal of the Operational Research Society,2017,0,Eline Sneyers
2527,Graphical Tasks to Measure Upper Limb Function in Patients with Parkinson’s Disease: Validity and Response to Dopaminergic Medication,-1,IEEE Journal of Biomedical and Health Informatics,2017,50,Esther J. Smits
2528,Corrigendum: On the complexity of finding first-order critical points in constrained nonlinear optimization,-1,Mathematical Programming,2017,50,Coralia Cartis
2529,An Empirical Comparison of Formalisms for Modelling and Analysis of Dynamic Reconfiguration of Dependable Systems,-1,Formal Aspects of Computing,2017,0,Anirban Bhattacharyya
2530,Heuristic solution approaches for the maximum minsum dispersion problem,-1,Journal of Global Optimization,2017,50,Anna Martínez-Gavara
2531,Convergence analysis of general spectral methods,-1,Journal of Computational and Applied Mathematics,2017,0,M. Mohammadi
2532,Syntactic and semantic errors in radiology reports associated with speech recognition software.,-1,Health Informatics Journal,2017,50,Michael D. Ringler
2533,Profile Guided Dataflow Transformation for FPGAs and CPUs,-1,signal processing systems,2017,0,Robert Stewart
2534,Graphs with multiplicative vertex-coloring 2-edge-weightings,-1,Journal of Combinatorial Optimization,2017,0,Joanna Skowronek-Kaziów
2535,Restricted gene expression programming: a new approach for parameter identification inverse problems of partial differential equation,-1,soft computing,2017,0,Yan Chen
2536,"Weighted Finite Fourier Transform Operator: Uniform Approximations of the Eigenfunctions, Eigenvalues Decay and Behaviour",-1,Journal of Scientific Computing,2017,0,Abderrazek Karoui
2537,Boundary-to-Marker Evidence-Controlled Segmentation and MDL-Based Contour Inference for Overlapping Nuclei,-1,IEEE Journal of Biomedical and Health Informatics,2017,0,Jie Song
2538,Real-time single camera natural user interface engine development,-1,Multimedia Tools and Applications,2017,3,Wei Song
2539,Minimizing Maximum (Weighted) Flow-Time on Related and Unrelated Machines,-1,Algorithmica,2017,0,S. Anand
2540,Regression methods for improved lifespan modeling of low voltage machine insulation,-1,Mathematics and Computers in Simulation,2017,50,Farah Salameh
2541,Global optimization of general constrained grey-box models: new method and its application to constrained PDEs for pressure swing adsorption,-1,Journal of Global Optimization,2017,50,Fani Boukouvala
2542,Load Management of Modular Battery Using Model Predictive Control: Thermal and State-of-Charge Balancing,-1,IEEE Transactions on Control Systems and Technology,2017,50,Faisal Altaf
2543,MODELING CONCURRENCY WITH INTERVAL TRACES,-1,Information & Computation,2017,0,Ryszard Janicki
2544,Partial permutation decoding for binary linear and Z4-linear Hadamard codes,-1,"Designs, Codes and Cryptography",2017,50,Roland D. Barrolleta
2545,On the Prime Graph Question for Almost Simple Groups with an Alternating Socle,-1,International Journal of Algebra and Computation,2017,0,Andreas Bächle
2546,Filtering unfair ratings from dishonest advisors in multi-criteria e-markets: a biclustering-based approach,-1,Autonomous Agents and Multi-Agent Systems,2017,50,Athirai Aravazhi Irissappane
2547,Causal Boxes: Quantum Information-Processing Systems Closed Under Composition,-1,IEEE Transactions on Information Theory,2017,50,Christopher Portmann
2548,Self-Signaling and Prosocial Behavior: A Cause Marketing Experiment,-1,Marketing Science,2017,50,Jean-Pierre Dubé
2549,A Markov chain approximation to multi-stage interactive group decision-making method based on interval fuzzy number,-1,soft computing,2017,0,Shenghai Zhou
2550,Open-circuit fault diagnosis and voltage sensor fault tolerant control of a single phase pulsed width modulated rectifier,-1,Mathematics and Computers in Simulation,2017,0,Ahlem Ben Youssef
2551,High-order ADI scheme for option pricing in stochastic volatility models,-1,Journal of Computational and Applied Mathematics,2017,50,Bertram Düring
2552,Competitive Selection of Ephemeral Relays in Wireless Networks,-1,IEEE Journal on Selected Areas in Communications,2017,0,K. P. Naveen
2553,Spillover Effects in Seeded Word-of-Mouth Marketing Campaigns,-1,Marketing Science,2017,50,Inyoung Chae
2554,Sensing Tensors With Gaussian Filters,-1,IEEE Transactions on Information Theory,2017,0,Stéphane Chrétien
2555,Certificateless online/offline signcryption for the Internet of Things,-1,Wireless Networks,2017,50,Fagen Li
2556,On the approximation of the step function by some sigmoid functions,-1,Mathematics and Computers in Simulation,2017,50,Anton Iliev
2559,Multigrid convergence for the MDCA-curvature estimator,-1,Journal of Mathematical Imaging and Vision,2017,0,Andreas Schindele
2560,On Stable and Strategy-Proof Rules in Matching Markets with Contracts,-1,Journal of Economic Theory,2017,0,Daisuke Hirata
2561,Box representations of embedded graphs,-1,Discrete and Computational Geometry,2017,0,Louis Esperet
2562,A Bayesian approach to constrained single- and multi-objective optimization,-1,Journal of Global Optimization,2017,50,Paul Feliot
2563,Towards secure and cost-effective fuzzy access control in mobile cloud computing,-1,soft computing,2017,5,Wei Wu
2564,Cortex-inspired multilayer hierarchy based object detection system using PHOG descriptors and ensemble classification,-1,The Visual Computer,2017,50,Iqbal Murtza
2566,Leader’s dilemma game: An experimental design for cyber insider threat research,-1,Information Systems Frontiers,2017,9,Shuyuan Mary Ho
2567,Battle of the Channels: The Impact of Tablets on Digital Commerce,-1,Management Science,2017,50,Kaiquan Xu
2568,Flexible Query Processing for SPARQL,-1,Sprachwissenschaft,2017,50,Riccardo Frosini
2569,Learning in high-dimensional multimedia data: the state of the art,-1,Multimedia Systems,2017,29,Lianli Gao
2570,Evaluation of AllergiSense Smartphone Tools for Adrenaline Injection Training,-1,IEEE Journal of Biomedical and Health Informatics,2017,0,Luis Hernandez-Munoz
2571,A sixth-order iterative method for approximating the polar decomposition of an arbitrary matrix ☆,-1,Journal of Computational and Applied Mathematics,2017,0,Alicia Cordero
2572,Increasing pose comprehension through augmented reality reenactment,-1,Multimedia Tools and Applications,2017,50,Fabian Lorenzo Dayrit
2573,Effectiveness of consignment stock policy in a three-level supply chain,-1,Operational Research,2017,2,B.C. Giri
2574,An Optimal Page-Level Power Management Strategy in PCM–DRAM Hybrid Memory,-1,International Journal of Parallel Programming,2017,0,Jinbao Zhang
2575,Opponent Modeling by Expectation–Maximization and Sequence Prediction in Simplified Poker,-1,IEEE Transactions on Computational Intelligence and Ai in Games,2017,0,Richard Mealing
2576,Fault trees on a diet: automated reduction by graph rewriting,-1,Formal Aspects of Computing,2017,50,Sebastian Junges
2577,The effect of malicious manipulations on prediction market accuracy,-1,Information Systems Frontiers,2017,1,Patrick Buckley
2578,Classification of first-episode psychosis in a large cohort of patients using support vector machine and multiple kernel learning techniques.,-1,NeuroImage,2017,50,Letizia Squarcina
2579,A novel spatial–temporal optical flow method for estimating the velocity fields of a fluid sequence,-1,The Visual Computer,2017,50,Qing Zuo
2580,A real-time method for depth enhanced visual odometry,-1,Autonomous Robots,2017,50,Ji Zhang
2581,Perfect Recovery Conditions for Non-negative Sparse Modeling,-1,IEEE Transactions on Signal Processing,2017,50,Yuki Itoh
2582,A new LBFS-based algorithm for cocomparability graph recognition,-1,Discrete Applied Mathematics,2017,50,Jérémie Dusart
2583,Approximation Algorithm for Minimum Weight Fault-Tolerant Virtual Backbone in Unit Disk Graphs,-1,IEEE\/ACM Transactions on Networking,2017,50,Yishuo Shi
2584,Rank Pooling for Action Recognition,-1,IEEE Transactions on Pattern Analysis and Machine Intelligence,2017,50,Basura Fernando
2585,Feature selection by combining subspace learning with sparse representation,-1,Multimedia Systems,2017,6,Debo Cheng
2586,Multi-dimensional Functional Principal Component Analysis,-1,Statistics and Computing,2017,0,Lu-Hung Chen
2587,“Look at my classifier's result”: Disentangling unresponsive from (minimally) conscious patients,-1,NeuroImage,2017,50,Quentin Noirhomme
2588,ENIGMA and the Individual: Predicting Factors that Affect the Brain in 35 Countries Worldwide,-1,NeuroImage,2017,50,Paul M. Thompson
2589,MoWLD: a robust motion image descriptor for violence detection,-1,Multimedia Tools and Applications,2017,50,Tao Zhang
2590,A generalized FKG-inequality for compositions,-1,Journal of Combinatorial Theory,2017,50,Dmitry Kerner
2591,Integrating switching costs to information systems adoption: An empirical study on learning management systems,-1,Information Systems Frontiers,2017,50,Yan Mandy Dang
2592,FIR digital filter design using improved particle swarm optimization based on refraction principle,-1,soft computing,2017,50,Peng Shao
2593,Firearms training simulator based on low cost motion tracking sensor,-1,Multimedia Tools and Applications,2017,0,Dimitar Bogatinov
2594,Using enterprise architecture artefacts in an organisation,-1,Enterprise Information Systems,2017,50,Eetu I. Niemi
2595,"Relative t-designs in binary Hamming association scheme H(n, 2)",-1,"Designs, Codes and Cryptography",2017,50,Eiichi Bannai
2596,An End-to-End Trainable Neural Network for Image-based Sequence Recognition and Its Application to Scene Text Recognition,-1,IEEE Transactions on Pattern Analysis and Machine Intelligence,2017,50,Baoguang Shi
2597,Characterisation of Limit Measures of Higher-Dimensional Cellular Automata,-1,Theory of Computing Systems \/ Mathematical Systems Theory,2017,0,Martin Delacourt
2599,Improving strategic flexibility with information technologies: insights for firm performance in an emerging economy,-1,Journal of Information Technology,2017,50,Yang Chen
2600,Explicit guiding auto-encoders for learning meaningful representation,-1,Neural Computing and Applications,2017,50,Yanan Sun
2601,Distilling the Wisdom of Crowds: Prediction Markets vs. Prediction Polls,-1,Management Science,2017,50,Pavel Atanasov
2602,Machine learning of structural magnetic resonance imaging predicts psychopathic traits in adolescent offenders.,-1,NeuroImage,2017,50,Vaughn R. Steele
2603,"Fuzzy chance-constrained geometric programming: the possibility, necessity and credibility approaches",-1,Operational Research,2017,50,Rashed Khanjani Shiraz
2604,Hyperspectral anomaly detection based on constrained eigenvalue–eigenvector model,-1,Pattern Analysis and Applications,2017,0,Edisanter Lo
2605,Accurate low complexity modeling of twisted pairs suitable for G.fast frequencies,-1,International Journal of Communication Systems,2017,50,Pavel Lafata
2606,A two-agent single-machine scheduling problem to minimize the total cost with release dates,-1,soft computing,2017,50,Du-Juan Wang
2607,Modular Catalan Numbers,-1,European Journal of Combinatorics,2017,0,Nickolas Hein
2608,Nonparametric estimation of the distribution of the autoregressive coefficient from panel random-coefficient AR(1) data,-1,Journal of Multivariate Analysis,2017,0,Remigijus Leipus
2609,"Trust management for distributed heterogeneous systems by using linguistic term sets and hierarchies, aggregation operators and mechanism design",-1,Future Generation Computer Systems,2017,13,Christian Esposito
2610,A Petri net tool for software performance estimation based on upper throughput bounds,-1,automated software engineering,2017,50,Ricardo J. Rodríguez
2611,Mobile cloud-based physical activity advisory system using biofeedback sensors,-1,Future Generation Computer Systems,2017,50,Hawazin Badawi
2612,Secure group communication schemes for dynamic heterogeneous distributed computing,-1,Future Generation Computer Systems,2017,8,Arcangelo Castiglione
2613,"Towards connecting people, locations and real-world events in a cellular network",-1,Telematics and Informatics,2017,50,Ramona Trestian
2614,Performance Evaluation and Enhancement of Process-Based Parallel Loop Execution,-1,International Journal of Parallel Programming,2017,0,Xingjing Lu
2615,Distributed Algorithms for Computation of Centrality Measures in Complex Networks,-1,IEEE Transactions on Automatic Control,2017,50,Keyou You
2616,R routines for performing estimation and statistical process control under copula-based time series models,-1,Communications in Statistics - Simulation and Computation,2017,0,Takeshi Emura
2618,Mind the gap: Enabling online faculty and instructional designers in mapping new models for quality online courses,-1,Education and Information Technologies,2017,0,Grazia Scoppio
2619,Explaining NonLinear Classification Decisions with Deep Taylor Decomposition,-1,Pattern Recognition,2017,50,Grégoire Montavon
2620,The Complexity of the Partial Order Dimension Problem - Closing the Gap,-1,SIAM Journal on Discrete Mathematics,2017,50,Stefan Felsner
2621,Negative local feedbacks in Boolean networks,-1,Discrete Applied Mathematics,2017,0,Paul Ruet
2622,Mercury: using the QuPreSS reference model to evaluate predictive services,-1,Science of Computer Programming,2017,0,Silverio Martínez-Fernández
2623,An energy efficient hole repair node scheduling algorithm for WSN,-1,Wireless Networks,2017,0,Ying Xu
2624,Information technology for sustainable supply chain management: a literature survey,-1,Enterprise Information Systems,2017,5,Andreas Thöni
2625,"The use of lecture recordings in higher education: A review of institutional, student, and lecturer issues",-1,Education and Information Technologies,2017,50,Frances V. O’Callaghan
2626,Detecting and interpreting conscious experiences in behaviorally non-responsive patients,-1,NeuroImage,2017,50,Lorina Naci
2627,Rapid Lyapunov control of finite-dimensional quantum systems,-1,Automatica,2017,7,Sen Kuang
2628,A new way of covert communication by steganography via JPEG images within a Microsoft Word document,-1,Multimedia Systems,2017,50,Dejan Uljarević
2629,Health-Aware and User-Involved Battery Charging Management for Electric Vehicles: Linear Quadratic Strategies,-1,IEEE Transactions on Control Systems and Technology,2017,50,Huazhen Fang
2631,Adaptive Smoothing Algorithms for Nonsmooth Composite Convex Minimization,-1,Computational Optimization and Applications,2017,50,Quoc Tran-Dinh
2632,Domain Decomposition preconditioning for high-frequency Helmholtz problems with absorption,-1,Mathematics of Computation,2017,50,Ivan G. Graham
2633,A two-machine flowshop scheduling problem with precedence constraint on two jobs,-1,soft computing,2017,0,Shuenn-Ren Cheng
2634,Performance evaluation of softer vertical handovers in multiuser heterogeneous wireless networks,-1,Wireless Networks,2017,50,Alessandro Bazzi
2635,Variable Neighborhood Search for extremal vertices : The AutoGraphiX-III system,-1,Computers & Operations Research,2017,50,Gilles Caporossi
2636,On degree anti-Ramsey numbers,-1,European Journal of Combinatorics,2017,0,Shoni Gilboa
2638,Beyond rational choice: How teacher engagement with technology is mediated by culture and emotions,-1,Education and Information Technologies,2017,0,Carlo Perrotta
2639,"DDoS Attacks in Cloud Computing: Issues, Taxonomy, and Future Directions",-1,Computer Communications,2017,21,Gaurav Somani
2640,A modified active set algorithm for transportation discrete network design bi-level problem,-1,Journal of Global Optimization,2017,0,Ximing Wang
2641,Investigation of surface roughness in the milling of Al7075 and open-cell SiC foam composite and optimization of machining parameters,-1,Neural Computing and Applications,2017,50,Şener Karabulut
2642,On fuzzy entropy and topological entropy of fuzzy extensions of dynamical systems,-1,Fuzzy Sets and Systems,2017,0,Jose S. Cánovas
2643,Soft computing-based new interval-valued hesitant fuzzy multi-criteria group assessment method with last aggregation to industrial decision problems,-1,soft computing,2017,0,Hossein Gitinavard
2644,Fuzzy goal programming model for classification problems,-1,Annals of Operations Research,2017,0,Soulef Smaoui
2645,Counting Branches in Trees Using Games,-1,Information & Computation,2017,50,Arnaud Carayol
2646,On the polyhedra of graceful spheres and circular geodesics,-1,Discrete Applied Mathematics,2017,50,Ranita Biswas
2647,Integral Action in Output Feedback for Multi-Input Multi-Output Nonlinear Systems,-1,IEEE Transactions on Automatic Control,2017,0,Daniele Astolfi
2648,Coding Schemes for Achieving Strong Secrecy at Negligible Cost,-1,IEEE Transactions on Information Theory,2017,50,Remi A. Chou
2649,Public-key cryptosystem based on invariants of diagonalizable groups,-1,arXiv: Cryptography and Security,2017,0,Frantisek Marko
2650,Towards a trans‐disciplinary methodology for a game‐based intervention development process,-1,British Journal of Educational Technology,2017,50,Sylvester Arnab
